schema_version,suite_id,case_id,case_family,n_qubits,actual_n_qubits,benchmark_n_qubits,actual_n_qubits_source,actual_n_qubits_warning,route_id,benchmark_role,backend_family,execution_model,parallelism_mode,circuit_semantics_hash,tensor_network_hash,contraction_plan_hash,contraction_execution_target,upmem_execution_mode,policy,quantization_mode,generic_only_all_tasks_used_generic_backend,valid_primary_upmem_codepath_result,upmem_program_executed,dpu_program_invocations,state_output_mode,validation_method,performance_tier,timing_scope,repeat_count,total_wall_time_s_median,total_wall_time_s_p25,total_wall_time_s_p75,total_wall_time_s_iqr,total_wall_time_s_mean,total_wall_time_s_min,total_wall_time_s_max,total_wall_time_s_std,total_host_residual_time_s_median,total_host_residual_time_s_p25,total_host_residual_time_s_p75,total_host_residual_time_s_iqr,total_host_residual_time_s_mean,total_host_residual_time_s_min,total_host_residual_time_s_max,total_host_residual_time_s_std,reported_time_s_median,reported_time_s_mean,reported_time_s_min,reported_time_s_max,reported_time_s_std,timing_basis,simulation_compute_time_s_median,simulation_compute_time_s_p25,simulation_compute_time_s_p75,simulation_compute_time_s_iqr,simulation_compute_time_s_mean,simulation_compute_time_s_min,simulation_compute_time_s_max,simulation_compute_time_s_std,planning_time_s_median,planning_time_s_mean,planning_time_s_min,planning_time_s_max,planning_time_s_std,actual_transfer_bytes_median,tn_estimated_flops,tn_max_intermediate_bytes,validation_passed_count,validation_failed_count,unsupported_count,slice_count,slicing_flop_ratio,slicing_flop_change_kind,max_abs_error,l2_error,execution_max_abs_error,execution_l2_error,full_precision_max_abs_error,full_precision_l2_error,hardware_speedup_applicable,gpu_backend_verified,gpu_device_name,cpu_fallback_used,resource_skip_reason
research_benchmark_pack_v1,research_internal_parallelism,quest_edc_6q_internal_diag,edc,6,6,6,n_qubits,,cpu_tn_hybrid_sliced_frontier_exact,internal_hybrid_diagnostic,cpu,tensor_network,hybrid,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.0020593379958881997,0.0020593379958881997,0.0020593379958881997,0.0,0.0020593379958881997,0.0020593379958881997,0.0020593379958881997,0.0,,,,,,,,,0.0020593379958881997,0.0020593379958881997,0.0020593379958881997,0.0020593379958881997,0.0,total_wall,0.0020593379958881997,0.0020593379958881997,0.0020593379958881997,0.0,0.0020593379958881997,0.0020593379958881997,0.0020593379958881997,0.0,0.0,0.0,0.0,0.0,0.0,,17024,2048,1,0,0,2,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_edc_6q_internal_diag,edc,6,6,6,n_qubits,,quest_cpu_full_state_exact,serious_full_state_baseline,quest,full_state,not_applicable,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.00574666699685622,0.00574666699685622,0.00574666699685622,0.0,0.00574666699685622,0.00574666699685622,0.00574666699685622,0.0,,,,,,,,,0.00574666699685622,0.00574666699685622,0.00574666699685622,0.00574666699685622,0.0,total_wall,0.00020378,0.00020378,0.00020378,0.0,0.00020378,0.00020378,0.00020378,0.0,0.0,0.0,0.0,0.0,0.0,,17024,2048,1,0,0,,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_hs_8q_internal_diag,hs,8,8,8,n_qubits,,cpu_tn_einsum_exact,internal_debug_baseline,cpu,tensor_network,sequential,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.00040328400064026937,0.00040328400064026937,0.00040328400064026937,0.0,0.00040328400064026937,0.00040328400064026937,0.00040328400064026937,0.0,,,,,,,,,0.00040328400064026937,0.00040328400064026937,0.00040328400064026937,0.00040328400064026937,0.0,total_wall,0.00040328400064026937,0.00040328400064026937,0.00040328400064026937,0.0,0.00040328400064026937,0.00040328400064026937,0.00040328400064026937,0.0,0.0,0.0,0.0,0.0,0.0,,6784,4096,1,0,0,,,unavailable,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_hs_8q_internal_diag,hs,8,8,8,n_qubits,,cpu_tn_frontier_exact,internal_frontier_diagnostic,cpu,tensor_network,frontier,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.00238202099717455,0.00238202099717455,0.00238202099717455,0.0,0.00238202099717455,0.00238202099717455,0.00238202099717455,0.0,,,,,,,,,0.00238202099717455,0.00238202099717455,0.00238202099717455,0.00238202099717455,0.0,total_wall,0.00238202099717455,0.00238202099717455,0.00238202099717455,0.0,0.00238202099717455,0.00238202099717455,0.00238202099717455,0.0,0.0,0.0,0.0,0.0,0.0,,6784,4096,1,0,0,,,unavailable,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_hs_8q_internal_diag,hs,8,8,8,n_qubits,,cpu_tn_hybrid_sliced_frontier_exact,internal_hybrid_diagnostic,cpu,tensor_network,hybrid,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.0025849090015981346,0.0025849090015981346,0.0025849090015981346,0.0,0.0025849090015981346,0.0025849090015981346,0.0025849090015981346,0.0,,,,,,,,,0.0025849090015981346,0.0025849090015981346,0.0025849090015981346,0.0025849090015981346,0.0,total_wall,0.0025849090015981346,0.0025849090015981346,0.0025849090015981346,0.0,0.0025849090015981346,0.0025849090015981346,0.0025849090015981346,0.0,0.0,0.0,0.0,0.0,0.0,,6784,4096,1,0,0,2,,unavailable,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_hs_8q_internal_diag,hs,8,8,8,n_qubits,,quest_cpu_full_state_exact,serious_full_state_baseline,quest,full_state,not_applicable,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.0056366019998677075,0.0056366019998677075,0.0056366019998677075,0.0,0.0056366019998677075,0.0056366019998677075,0.0056366019998677075,0.0,,,,,,,,,0.0056366019998677075,0.0056366019998677075,0.0056366019998677075,0.0056366019998677075,0.0,total_wall,0.000253444,0.000253444,0.000253444,0.0,0.000253444,0.000253444,0.000253444,0.0,0.0,0.0,0.0,0.0,0.0,,6784,4096,1,0,0,,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_xor_6q_internal_diag,xor,6,6,6,n_qubits,,cpu_tn_einsum_exact,internal_debug_baseline,cpu,tensor_network,sequential,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.00013093499728711322,0.00013093499728711322,0.00013093499728711322,0.0,0.00013093499728711322,0.00013093499728711322,0.00013093499728711322,0.0,,,,,,,,,0.00013093499728711322,0.00013093499728711322,0.00013093499728711322,0.00013093499728711322,0.0,total_wall,0.00013093499728711322,0.00013093499728711322,0.00013093499728711322,0.0,0.00013093499728711322,0.00013093499728711322,0.00013093499728711322,0.0,0.0,0.0,0.0,0.0,0.0,,2624,1024,1,0,0,,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_xor_6q_internal_diag,xor,6,6,6,n_qubits,,cpu_tn_frontier_exact,internal_frontier_diagnostic,cpu,tensor_network,frontier,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.0008714380019227974,0.0008714380019227974,0.0008714380019227974,0.0,0.0008714380019227974,0.0008714380019227974,0.0008714380019227974,0.0,,,,,,,,,0.0008714380019227974,0.0008714380019227974,0.0008714380019227974,0.0008714380019227974,0.0,total_wall,0.0008714380019227974,0.0008714380019227974,0.0008714380019227974,0.0,0.0008714380019227974,0.0008714380019227974,0.0008714380019227974,0.0,0.0,0.0,0.0,0.0,0.0,,2624,1024,1,0,0,,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_xor_6q_internal_diag,xor,6,6,6,n_qubits,,cpu_tn_hybrid_sliced_frontier_exact,internal_hybrid_diagnostic,cpu,tensor_network,hybrid,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.0010582070026430301,0.0010582070026430301,0.0010582070026430301,0.0,0.0010582070026430301,0.0010582070026430301,0.0010582070026430301,0.0,,,,,,,,,0.0010582070026430301,0.0010582070026430301,0.0010582070026430301,0.0010582070026430301,0.0,total_wall,0.0010582070026430301,0.0010582070026430301,0.0010582070026430301,0.0,0.0010582070026430301,0.0010582070026430301,0.0010582070026430301,0.0,0.0,0.0,0.0,0.0,0.0,,2624,1024,1,0,0,2,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_xor_6q_internal_diag,xor,6,6,6,n_qubits,,quest_cpu_full_state_exact,serious_full_state_baseline,quest,full_state,not_applicable,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.005415649000497069,0.005415649000497069,0.005415649000497069,0.0,0.005415649000497069,0.005415649000497069,0.005415649000497069,0.0,,,,,,,,,0.005415649000497069,0.005415649000497069,0.005415649000497069,0.005415649000497069,0.0,total_wall,7.4038e-05,7.4038e-05,7.4038e-05,0.0,7.4038e-05,7.4038e-05,7.4038e-05,0.0,0.0,0.0,0.0,0.0,0.0,,2624,1024,1,0,0,,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_xor_8q_internal_diag,xor,8,8,8,n_qubits,,cpu_tn_einsum_exact,internal_debug_baseline,cpu,tensor_network,sequential,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.00018933400133391842,0.00018933400133391842,0.00018933400133391842,0.0,0.00018933400133391842,0.00018933400133391842,0.00018933400133391842,0.0,,,,,,,,,0.00018933400133391842,0.00018933400133391842,0.00018933400133391842,0.00018933400133391842,0.0,total_wall,0.00018933400133391842,0.00018933400133391842,0.00018933400133391842,0.0,0.00018933400133391842,0.00018933400133391842,0.00018933400133391842,0.0,0.0,0.0,0.0,0.0,0.0,,8256,4096,1,0,0,,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_xor_8q_internal_diag,xor,8,8,8,n_qubits,,cpu_tn_frontier_exact,internal_frontier_diagnostic,cpu,tensor_network,frontier,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.0010550119986874051,0.0010550119986874051,0.0010550119986874051,0.0,0.0010550119986874051,0.0010550119986874051,0.0010550119986874051,0.0,,,,,,,,,0.0010550119986874051,0.0010550119986874051,0.0010550119986874051,0.0010550119986874051,0.0,total_wall,0.0010550119986874051,0.0010550119986874051,0.0010550119986874051,0.0,0.0010550119986874051,0.0010550119986874051,0.0010550119986874051,0.0,0.0,0.0,0.0,0.0,0.0,,8256,4096,1,0,0,,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_xor_8q_internal_diag,xor,8,8,8,n_qubits,,cpu_tn_hybrid_sliced_frontier_exact,internal_hybrid_diagnostic,cpu,tensor_network,hybrid,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.0013546209956984967,0.0013546209956984967,0.0013546209956984967,0.0,0.0013546209956984967,0.0013546209956984967,0.0013546209956984967,0.0,,,,,,,,,0.0013546209956984967,0.0013546209956984967,0.0013546209956984967,0.0013546209956984967,0.0,total_wall,0.0013546209956984967,0.0013546209956984967,0.0013546209956984967,0.0,0.0013546209956984967,0.0013546209956984967,0.0013546209956984967,0.0,0.0,0.0,0.0,0.0,0.0,,8256,4096,1,0,0,2,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,research_internal_parallelism,quest_xor_8q_internal_diag,xor,8,8,8,n_qubits,,quest_cpu_full_state_exact,serious_full_state_baseline,quest,full_state,not_applicable,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,1,0.005481923006300349,0.005481923006300349,0.005481923006300349,0.0,0.005481923006300349,0.005481923006300349,0.005481923006300349,0.0,,,,,,,,,0.005481923006300349,0.005481923006300349,0.005481923006300349,0.005481923006300349,0.0,total_wall,8.7133e-05,8.7133e-05,8.7133e-05,0.0,8.7133e-05,8.7133e-05,8.7133e-05,0.0,0.0,0.0,0.0,0.0,0.0,,8256,4096,1,0,0,,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,thesis_cpu_tn_quimb,quest_bb84_10q_thesis_tn,bb84,10,10,10,n_qubits,,quest_cpu_full_state_exact,serious_full_state_baseline,quest,full_state,not_applicable,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,3,0.00644841499888571,0.006304881499090698,0.006833303999883356,0.000528422500792658,0.006609318666354132,0.0061613479992956854,0.007218193000881001,0.00044620461076174317,,,,,,,,,0.00644841499888571,0.006609318666354132,0.0061613479992956854,0.007218193000881001,0.00044620461076174317,total_wall,0.000143187,0.000142827,0.000153266,1.0439e-05,0.00014966633333333333,0.000142467,0.000163345,9.676743299731002e-06,0.0,0.0,0.0,0.0,0.0,,0,16384,3,0,0,,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
research_benchmark_pack_v1,thesis_cpu_tn_quimb,quest_bb84_10q_thesis_tn,bb84,10,10,10,n_qubits,,quimb_tn_exact,serious_external_tn_baseline,quimb,tensor_network,sequential,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,3,0.0014694369965582155,0.001468670496251434,0.001562640998599818,9.397050234838389e-05,0.0015310619977147628,0.0014679039959446527,0.0016558450006414205,8.823712705834574e-05,,,,,,,,,0.0014694369965582155,0.0015310619977147628,0.0014679039959446527,0.0016558450006414205,8.823712705834574e-05,total_wall,0.0006400970014510676,0.0006394810006895568,0.0007388460035144817,9.936500282492489e-05,0.0007055190023190031,0.000638864999928046,0.0008375950055778958,9.339319188095903e-05,0.00033409499883418903,0.0003311556647531688,0.000318614998832345,0.00034075699659297243,9.275299809630327e-06,,1220,16384,3,0,0,,,unavailable,1.0408340855860843e-17,3.3306690738754696e-16,1.0408340855860843e-17,3.3306690738754696e-16,1.0408340855860843e-17,3.3306690738754696e-16,False,False,,False,
research_benchmark_pack_v1,thesis_cpu_tn_quimb,quest_bb84_10q_thesis_tn,bb84,10,10,10,n_qubits,,quimb_tn_sliced_exact,explicit_slicing_evidence,quimb,tensor_network,slicing,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,3,0.0030274890013970435,0.0029968669987283647,0.0030867399982525967,8.9872999524232e-05,0.0030465749975216263,0.002966244996059686,0.00314599099510815,7.461171704021339e-05,,,,,,,,,0.0030274890013970435,0.0030465749975216263,0.002966244996059686,0.00314599099510815,7.461171704021339e-05,total_wall,0.0008959549959399737,0.0008779114978096914,0.0009725729978526942,9.466150004300289e-05,0.0009350046651282659,0.000859867999679409,0.0010491909997654147,8.207499451996214e-05,0.0011968370017712004,0.0011951406680357952,0.0011866080021718517,0.0012019770001643337,6.387993212772142e-06,,1400,8192,3,0,0,2,1.1111111111111112,inflation,1.0408340855860843e-17,3.3306690738754696e-16,1.0408340855860843e-17,3.3306690738754696e-16,1.0408340855860843e-17,3.3306690738754696e-16,False,False,,False,
research_benchmark_pack_v1,thesis_cpu_tn_quimb,quest_bb84_12q_thesis_tn,bb84,12,12,12,n_qubits,,quest_cpu_full_state_exact,serious_full_state_baseline,quest,full_state,not_applicable,,,,cpu,,not_applicable,not_applicable,,,False,,full_dump,full_statevector,False,end_to_end_and_compute,3,0.011197783998795785,0.010987690999172628,0.011535850499058142,0.0005481594998855144,0.011283099665888585,0.01077759799954947,0.0118739169993205,0.00045161776581777234,,,,,,,,,0.011197783998795785,0.011283099665888585,0.01077759799954947,0.0118739169993205,0.00045161776581777234,total_wall,0.000204372,0.00020280949999999998,0.000205479,2.669500000000019e-06,0.00020406833333333333,0.000201247,0.000206586,2.190188779281117e-06,0.0,0.0,0.0,0.0,0.0,,0,65536,3,0,0,,,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,False,
