schema_version,suite_id,case_id,case_family,benchmark_n_qubits,workload_kind,not_real_quantum_circuit,planner_motif,network_tensor_count,network_index_count,network_max_rank,network_max_tensor_elements,network_size_proxy,planner_id,planner_engine,planner_kind,planner_config_hash,planner_config,planner_selection_scope,optimize_mode,objective,cost_basis,target_estimate_key,target_estimate_model,contraction_plan_hash,contraction_path_structure_hash,candidate_status,candidate_failure_reason,planning_time_s,task_count,tn_estimated_flops,tn_max_intermediate_bytes,total_host_to_dpu_bytes,total_dpu_to_host_bytes,total_mram_to_wram_bytes,unsupported_task_count,tiling_required_task_count,missing_target_estimate_count,estimated_total_tile_count,estimated_max_parallel_tiles,upmem_pressure_score,upmem_rank,flop_rank,score_model,score_components,score_weights,tradeoff_note,pim_objective_version,pim_weight_profile,pim_normalization,pim_execution_policy,pim_feasible,pim_rejection_reasons,pim_estimated_flops,pim_peak_intermediate_bytes,pim_total_intermediate_write_bytes,pim_estimated_host_to_dpu_bytes,pim_estimated_dpu_to_host_bytes,pim_estimated_host_dpu_bytes,pim_estimated_mram_to_wram_bytes,pim_estimated_dpu_local_work,pim_estimated_sync_events,pim_estimated_numerical_penalty,pim_estimated_wram_pressure,pim_estimated_tile_count,pim_largest_tensor_bytes,pim_host_to_dpu_payload_bytes,pim_dpu_to_host_payload_bytes,pim_mram_dma_window_bytes_model,pim_tile_iterations,pim_host_completion_events,pim_numeric_component_invocations,pim_numeric_recombination_flops,pim_task_mram_payload_bytes,pim_native_static_mram_reservation_bytes,pim_mram_capacity_bytes,pim_mram_static_reservation_pressure_ratio,pim_mram_max_region_payload_ratio,pim_mram_payload_pressure_ratio,pim_known_wram_static_bytes,pim_wram_budget_bytes,pim_wram_known_pressure_ratio,pim_objective_components,pim_normalized_components,pim_objective_score,pim_objective_rank,pim_pareto_dominated,pim_selected,parallelism_evidence_type,execution_plan_executed
research_benchmark_pack_v1,thesis_planner_semantic_v2_planner_compare,planner_motif_chain_semantic_v2,planner,0,planner_motif,True,chain,5,4,2,128,5,cotengra.flops,cotengra,external_contraction_tree,29abf6127107d130856c0eaa87fbe850bf32d0d563501d9dac818edbc4b47437,"{""engine"": ""cotengra"", ""max_repeats"": 1, ""methods"": ""greedy"", ""objective"": ""flops"", ""on_trial_error"": ""raise"", ""optlib"": ""random"", ""parallel"": false, ""progbar"": false, ""seed"": 0}",,greedy,cotengra_flops,cotengra_contraction_tree,,,df41bd6e45d70178b28cbda122cec2a6b232964415f6e1303f7395f4cd42f61c,3f0ee5ab4c68ed5806b43e34c0a757cf0d239fb1ac6c34ac4ebeb8c30a5237b6,completed,,0.00024954699983936734,4,2384,128,256,52,308,0,0,,4,1,0.0,1,2,upmem_pressure_v1,,,,upmem_path_cost_v2,balanced_literature_informed,"{""caps"": {""dpu_to_host_payload_bytes"": 1048576.0, ""estimated_flops"": 2147614720.0, ""host_completion_events"": 4.0, ""host_to_dpu_payload_bytes"": 2097152.0, ""mram_dma_window_bytes_model"": 17180917760.0, ""mram_payload_pressure_ratio"": 1.0, ""numeric_representation_penalty"": 3.0, ""tile_iterations"": 1024.0, ""wram_known_pressure_ratio"": 1.0}, ""normalization_id"": ""fixed_log1p_generic_budgets_v2"", ""transform"": ""log1p(value)/log1p(cap)""}","{""caps"": {""application_max_contracted_combinations"": 4096, ""application_max_rank"": 16, ""application_max_tensor_elements"": 65536, ""native_abi_max_tensor_elements"": 65536}, ""dpu_parallelism_model"": ""single_dpu_serial_tasks"", ""host_completion_model"": ""one_synchronous_dpu_launch_per_real_component"", ""host_dpu_transfer_model"": ""per_real_component_operand_upload_and_output_download_no_reuse"", ""input_element_bytes"": 4, ""memory_budget_source"": ""configured_generic_dpu_policy_v2"", ""mram_capacity_bytes"": 67108864, ""mram_wram_transfer_model"": ""aligned_scalar_read_windows_and_aligned_output_tile_writes"", ""numeric_contract"": ""real_float32_or_split_real_imag_v2"", ""output_element_bytes"": 4, ""output_tile_elements"": 256, ""policy_id"": ""generic_single_dpu_split_complex_v2"", ""wram_budget_bytes"": 61440}",True,[],596,512,52,1024,52,1076,4824,596,4,0.0,0.016796875,4,512,1024,52,4824,4,4,4,0,800,786432,67108864,0.01171875,0.001953125,0.001953125,1032,61440,0.016796875,"{""dpu_to_host_payload_bytes"": 52, ""estimated_flops"": 596, ""feasibility"": true, ""host_completion_event_scope"": ""one_synchronous_dpu_launch_per_real_component"", ""host_completion_events"": 4, ""host_to_dpu_payload_bytes"": 1024, ""known_wram_static_bytes"": 1032, ""largest_tensor_bytes"": 512, ""memory_budget_scope"": ""configured_modeled_budget_not_measured_runtime_occupancy"", ""mram_capacity_bytes"": 67108864, ""mram_dma_window_bytes_model"": 4824, ""mram_dma_window_scope"": ""modeled_aligned_request_volume_not_physical_bus_bytes"", ""mram_max_region_payload_ratio"": 0.001953125, ""mram_payload_pressure_ratio"": 0.001953125, ""mram_payload_pressure_scope"": ""maximum_single_buffer_payload_divided_by_fixed_native_buffer_capacity"", ""mram_static_reservation_pressure_ratio"": 0.01171875, ""native_static_mram_reservation_bytes"": 786432, ""numeric_component_invocations"": 4, ""numeric_recombination_flops"": 0, ""numeric_representation_penalty"": 0.0, ""rejection_reasons"": [], ""task_mram_payload_bytes"": 800, ""tile_iterations"": 4, ""wram_budget_bytes"": 61440, ""wram_known_pressure_ratio"": 0.016796875}","{""dpu_to_host_payload_bytes"": 0.28639600302611185, ""estimated_flops"": 0.2974697073591727, ""host_completion_events"": 1.0, ""host_to_dpu_payload_bytes"": 0.4762575174647984, ""mram_dma_window_bytes_model"": 0.3598906334637568, ""mram_payload_pressure_ratio"": 0.0028150156070540383, ""numeric_representation_penalty"": 0.0, ""tile_iterations"": 0.23216011683126064, ""wram_known_pressure_ratio"": 0.02403150151674986}",0.34505431300132317,2,False,False,modeled,False
research_benchmark_pack_v1,thesis_planner_semantic_v2_planner_compare,planner_motif_balanced_tree_semantic_v2,planner,0,planner_motif,True,balanced_tree,7,6,3,2048,7,cotengra.flops,cotengra,external_contraction_tree,29abf6127107d130856c0eaa87fbe850bf32d0d563501d9dac818edbc4b47437,"{""engine"": ""cotengra"", ""max_repeats"": 1, ""methods"": ""greedy"", ""objective"": ""flops"", ""on_trial_error"": ""raise"", ""optlib"": ""random"", ""parallel"": false, ""progbar"": false, ""seed"": 0}",,greedy,cotengra_flops,cotengra_contraction_tree,,,01b6e685be6b8ce8614b064ea0590748ba1474526a994757cd927c8c1efd4a30,d195d1c90b01a28051277a8b1857683c33ec54574dc7182feed815e6582dd1f7,completed,,0.00027756000054068863,6,21200,2048,2428,636,3064,0,0,,6,1,0.0,1,2,upmem_pressure_v1,,,,upmem_path_cost_v2,balanced_literature_informed,"{""caps"": {""dpu_to_host_payload_bytes"": 1048576.0, ""estimated_flops"": 2147614720.0, ""host_completion_events"": 4.0, ""host_to_dpu_payload_bytes"": 2097152.0, ""mram_dma_window_bytes_model"": 17180917760.0, ""mram_payload_pressure_ratio"": 1.0, ""numeric_representation_penalty"": 3.0, ""tile_iterations"": 1024.0, ""wram_known_pressure_ratio"": 1.0}, ""normalization_id"": ""fixed_log1p_generic_budgets_v2"", ""transform"": ""log1p(value)/log1p(cap)""}","{""caps"": {""application_max_contracted_combinations"": 4096, ""application_max_rank"": 16, ""application_max_tensor_elements"": 65536, ""native_abi_max_tensor_elements"": 65536}, ""dpu_parallelism_model"": ""single_dpu_serial_tasks"", ""host_completion_model"": ""one_synchronous_dpu_launch_per_real_component"", ""host_dpu_transfer_model"": ""per_real_component_operand_upload_and_output_download_no_reuse"", ""input_element_bytes"": 4, ""memory_budget_source"": ""configured_generic_dpu_policy_v2"", ""mram_capacity_bytes"": 67108864, ""mram_wram_transfer_model"": ""aligned_scalar_read_windows_and_aligned_output_tile_writes"", ""numeric_contract"": ""real_float32_or_split_real_imag_v2"", ""output_element_bytes"": 4, ""output_tile_elements"": 256, ""policy_id"": ""generic_single_dpu_split_complex_v2"", ""wram_budget_bytes"": 61440}",True,[],5300,8192,636,9712,636,10348,43040,5300,6,0.0,0.016796875,6,8192,9712,636,43040,6,6,6,0,8768,786432,67108864,0.01171875,0.03125,0.03125,1032,61440,0.016796875,"{""dpu_to_host_payload_bytes"": 636, ""estimated_flops"": 5300, ""feasibility"": true, ""host_completion_event_scope"": ""one_synchronous_dpu_launch_per_real_component"", ""host_completion_events"": 6, ""host_to_dpu_payload_bytes"": 9712, ""known_wram_static_bytes"": 1032, ""largest_tensor_bytes"": 8192, ""memory_budget_scope"": ""configured_modeled_budget_not_measured_runtime_occupancy"", ""mram_capacity_bytes"": 67108864, ""mram_dma_window_bytes_model"": 43040, ""mram_dma_window_scope"": ""modeled_aligned_request_volume_not_physical_bus_bytes"", ""mram_max_region_payload_ratio"": 0.03125, ""mram_payload_pressure_ratio"": 0.03125, ""mram_payload_pressure_scope"": ""maximum_single_buffer_payload_divided_by_fixed_native_buffer_capacity"", ""mram_static_reservation_pressure_ratio"": 0.01171875, ""native_static_mram_reservation_bytes"": 786432, ""numeric_component_invocations"": 6, ""numeric_recombination_flops"": 0, ""numeric_representation_penalty"": 0.0, ""rejection_reasons"": [], ""task_mram_payload_bytes"": 8768, ""tile_iterations"": 6, ""wram_budget_bytes"": 61440, ""wram_known_pressure_ratio"": 0.016796875}","{""dpu_to_host_payload_bytes"": 0.4657574460719502, ""estimated_flops"": 0.39909721559758016, ""host_completion_events"": 1.2090619551221675, ""host_to_dpu_payload_bytes"": 0.6307476577321547, ""mram_dma_window_bytes_model"": 0.45274659151309266, ""mram_payload_pressure_ratio"": 0.044394119358453436, ""numeric_representation_penalty"": 0.0, ""tile_iterations"": 0.28069596475739483, ""wram_known_pressure_ratio"": 0.02403150151674986}",0.44658591795928093,2,False,False,modeled,False
research_benchmark_pack_v1,thesis_planner_semantic_v2_planner_compare,planner_motif_star_semantic_v2,planner,0,planner_motif,True,star,5,4,4,1024,5,cotengra.flops,cotengra,external_contraction_tree,29abf6127107d130856c0eaa87fbe850bf32d0d563501d9dac818edbc4b47437,"{""engine"": ""cotengra"", ""max_repeats"": 1, ""methods"": ""greedy"", ""objective"": ""flops"", ""on_trial_error"": ""raise"", ""optlib"": ""random"", ""parallel"": false, ""progbar"": false, ""seed"": 0}",,greedy,cotengra_flops,cotengra_contraction_tree,,,26d0915deadd7ac1c295b8e128cf4ff33c89e6928e5b1df51100f3f17c0de988,6492471c75a3ced3ee79dea193330c76dd68378980442711df9a349e0c90e453,completed,,0.00030283599699032493,4,8784,1024,1128,300,1428,0,0,,4,1,0.0,1,1,upmem_pressure_v1,,,,upmem_path_cost_v2,balanced_literature_informed,"{""caps"": {""dpu_to_host_payload_bytes"": 1048576.0, ""estimated_flops"": 2147614720.0, ""host_completion_events"": 4.0, ""host_to_dpu_payload_bytes"": 2097152.0, ""mram_dma_window_bytes_model"": 17180917760.0, ""mram_payload_pressure_ratio"": 1.0, ""numeric_representation_penalty"": 3.0, ""tile_iterations"": 1024.0, ""wram_known_pressure_ratio"": 1.0}, ""normalization_id"": ""fixed_log1p_generic_budgets_v2"", ""transform"": ""log1p(value)/log1p(cap)""}","{""caps"": {""application_max_contracted_combinations"": 4096, ""application_max_rank"": 16, ""application_max_tensor_elements"": 65536, ""native_abi_max_tensor_elements"": 65536}, ""dpu_parallelism_model"": ""single_dpu_serial_tasks"", ""host_completion_model"": ""one_synchronous_dpu_launch_per_real_component"", ""host_dpu_transfer_model"": ""per_real_component_operand_upload_and_output_download_no_reuse"", ""input_element_bytes"": 4, ""memory_budget_source"": ""configured_generic_dpu_policy_v2"", ""mram_capacity_bytes"": 67108864, ""mram_wram_transfer_model"": ""aligned_scalar_read_windows_and_aligned_output_tile_writes"", ""numeric_contract"": ""real_float32_or_split_real_imag_v2"", ""output_element_bytes"": 4, ""output_tile_elements"": 256, ""policy_id"": ""generic_single_dpu_split_complex_v2"", ""wram_budget_bytes"": 61440}",True,[],2196,4096,300,4512,300,4812,17872,2196,4,0.0,0.016796875,4,4096,4512,300,17872,4,4,4,0,4416,786432,67108864,0.01171875,0.015625,0.015625,1032,61440,0.016796875,"{""dpu_to_host_payload_bytes"": 300, ""estimated_flops"": 2196, ""feasibility"": true, ""host_completion_event_scope"": ""one_synchronous_dpu_launch_per_real_component"", ""host_completion_events"": 4, ""host_to_dpu_payload_bytes"": 4512, ""known_wram_static_bytes"": 1032, ""largest_tensor_bytes"": 4096, ""memory_budget_scope"": ""configured_modeled_budget_not_measured_runtime_occupancy"", ""mram_capacity_bytes"": 67108864, ""mram_dma_window_bytes_model"": 17872, ""mram_dma_window_scope"": ""modeled_aligned_request_volume_not_physical_bus_bytes"", ""mram_max_region_payload_ratio"": 0.015625, ""mram_payload_pressure_ratio"": 0.015625, ""mram_payload_pressure_scope"": ""maximum_single_buffer_payload_divided_by_fixed_native_buffer_capacity"", ""mram_static_reservation_pressure_ratio"": 0.01171875, ""native_static_mram_reservation_bytes"": 786432, ""numeric_component_invocations"": 4, ""numeric_recombination_flops"": 0, ""numeric_representation_penalty"": 0.0, ""rejection_reasons"": [], ""task_mram_payload_bytes"": 4416, ""tile_iterations"": 4, ""wram_budget_bytes"": 61440, ""wram_known_pressure_ratio"": 0.016796875}","{""dpu_to_host_payload_bytes"": 0.4116809555172058, ""estimated_flops"": 0.35810605232498594, ""host_completion_events"": 1.0, ""host_to_dpu_payload_bytes"": 0.5780890793108292, ""mram_dma_window_bytes_model"": 0.4154546355929406, ""mram_payload_pressure_ratio"": 0.02236781302845451, ""numeric_representation_penalty"": 0.0, ""tile_iterations"": 0.23216011683126064, ""wram_known_pressure_ratio"": 0.02403150151674986}",0.3938428214411426,1,False,True,modeled,False
research_benchmark_pack_v1,thesis_planner_semantic_v2_planner_compare,planner_motif_cycle_semantic_v2,planner,0,planner_motif,True,cycle,4,4,2,128,4,cotengra.flops,cotengra,external_contraction_tree,29abf6127107d130856c0eaa87fbe850bf32d0d563501d9dac818edbc4b47437,"{""engine"": ""cotengra"", ""max_repeats"": 1, ""methods"": ""greedy"", ""objective"": ""flops"", ""on_trial_error"": ""raise"", ""optlib"": ""random"", ""parallel"": false, ""progbar"": false, ""seed"": 0}",,greedy,cotengra_flops,cotengra_contraction_tree,,,929b4404d592a2eb4ee0a090463b117dea2e126c2b3f50e3db4faa93b8837b54,4f3bbb0466a245494e4549f3e795695e6a5d1b4eb7f365b7558d53bed75706fb,completed,,0.00022728600015398115,3,3136,128,304,68,372,0,0,,3,1,0.0,1,1,upmem_pressure_v1,,,,upmem_path_cost_v2,balanced_literature_informed,"{""caps"": {""dpu_to_host_payload_bytes"": 1048576.0, ""estimated_flops"": 2147614720.0, ""host_completion_events"": 4.0, ""host_to_dpu_payload_bytes"": 2097152.0, ""mram_dma_window_bytes_model"": 17180917760.0, ""mram_payload_pressure_ratio"": 1.0, ""numeric_representation_penalty"": 3.0, ""tile_iterations"": 1024.0, ""wram_known_pressure_ratio"": 1.0}, ""normalization_id"": ""fixed_log1p_generic_budgets_v2"", ""transform"": ""log1p(value)/log1p(cap)""}","{""caps"": {""application_max_contracted_combinations"": 4096, ""application_max_rank"": 16, ""application_max_tensor_elements"": 65536, ""native_abi_max_tensor_elements"": 65536}, ""dpu_parallelism_model"": ""single_dpu_serial_tasks"", ""host_completion_model"": ""one_synchronous_dpu_launch_per_real_component"", ""host_dpu_transfer_model"": ""per_real_component_operand_upload_and_output_download_no_reuse"", ""input_element_bytes"": 4, ""memory_budget_source"": ""configured_generic_dpu_policy_v2"", ""mram_capacity_bytes"": 67108864, ""mram_wram_transfer_model"": ""aligned_scalar_read_windows_and_aligned_output_tile_writes"", ""numeric_contract"": ""real_float32_or_split_real_imag_v2"", ""output_element_bytes"": 4, ""output_tile_elements"": 256, ""policy_id"": ""generic_single_dpu_split_complex_v2"", ""wram_budget_bytes"": 61440}",True,[],784,512,68,1216,68,1284,6344,784,3,0.0,0.016796875,3,512,1216,68,6344,3,3,3,0,800,786432,67108864,0.01171875,0.001953125,0.001953125,1032,61440,0.016796875,"{""dpu_to_host_payload_bytes"": 68, ""estimated_flops"": 784, ""feasibility"": true, ""host_completion_event_scope"": ""one_synchronous_dpu_launch_per_real_component"", ""host_completion_events"": 3, ""host_to_dpu_payload_bytes"": 1216, ""known_wram_static_bytes"": 1032, ""largest_tensor_bytes"": 512, ""memory_budget_scope"": ""configured_modeled_budget_not_measured_runtime_occupancy"", ""mram_capacity_bytes"": 67108864, ""mram_dma_window_bytes_model"": 6344, ""mram_dma_window_scope"": ""modeled_aligned_request_volume_not_physical_bus_bytes"", ""mram_max_region_payload_ratio"": 0.001953125, ""mram_payload_pressure_ratio"": 0.001953125, ""mram_payload_pressure_scope"": ""maximum_single_buffer_payload_divided_by_fixed_native_buffer_capacity"", ""mram_static_reservation_pressure_ratio"": 0.01171875, ""native_static_mram_reservation_bytes"": 786432, ""numeric_component_invocations"": 3, ""numeric_recombination_flops"": 0, ""numeric_representation_penalty"": 0.0, ""rejection_reasons"": [], ""task_mram_payload_bytes"": 800, ""tile_iterations"": 3, ""wram_budget_bytes"": 61440, ""wram_known_pressure_ratio"": 0.016796875}","{""dpu_to_host_payload_bytes"": 0.30542620182771535, ""estimated_flops"": 0.3102103718965647, ""host_completion_events"": 0.8613531161467861, ""host_to_dpu_payload_bytes"": 0.4880530055698671, ""mram_dma_window_bytes_model"": 0.37151093341931674, ""mram_payload_pressure_ratio"": 0.0028150156070540383, ""numeric_representation_penalty"": 0.0, ""tile_iterations"": 0.1999718400776083, ""wram_known_pressure_ratio"": 0.02403150151674986}",0.3378102700596196,1,False,True,modeled,False
research_benchmark_pack_v1,thesis_planner_semantic_v2_planner_compare,planner_motif_grid_semantic_v2,planner,0,planner_motif,True,grid,6,7,3,512,6,cotengra.flops,cotengra,external_contraction_tree,29abf6127107d130856c0eaa87fbe850bf32d0d563501d9dac818edbc4b47437,"{""engine"": ""cotengra"", ""max_repeats"": 1, ""methods"": ""greedy"", ""objective"": ""flops"", ""on_trial_error"": ""raise"", ""optlib"": ""random"", ""parallel"": false, ""progbar"": false, ""seed"": 0}",,greedy,cotengra_flops,cotengra_contraction_tree,,,9bc4c5fa7bfe76c7ada1171e47c3134d0e81bf28f793ad054f2cd59bcc18a692,4dcec80ced4c62f03985702c8bad4ff7be79c783486b3d35119e82cc6e1bb20c,completed,,0.00026852199880522676,5,27712,2048,1400,932,2332,0,0,,5,1,0.7204301075268817,2,2,upmem_pressure_v1,,,,upmem_path_cost_v2,balanced_literature_informed,"{""caps"": {""dpu_to_host_payload_bytes"": 1048576.0, ""estimated_flops"": 2147614720.0, ""host_completion_events"": 4.0, ""host_to_dpu_payload_bytes"": 2097152.0, ""mram_dma_window_bytes_model"": 17180917760.0, ""mram_payload_pressure_ratio"": 1.0, ""numeric_representation_penalty"": 3.0, ""tile_iterations"": 1024.0, ""wram_known_pressure_ratio"": 1.0}, ""normalization_id"": ""fixed_log1p_generic_budgets_v2"", ""transform"": ""log1p(value)/log1p(cap)""}","{""caps"": {""application_max_contracted_combinations"": 4096, ""application_max_rank"": 16, ""application_max_tensor_elements"": 65536, ""native_abi_max_tensor_elements"": 65536}, ""dpu_parallelism_model"": ""single_dpu_serial_tasks"", ""host_completion_model"": ""one_synchronous_dpu_launch_per_real_component"", ""host_dpu_transfer_model"": ""per_real_component_operand_upload_and_output_download_no_reuse"", ""input_element_bytes"": 4, ""memory_budget_source"": ""configured_generic_dpu_policy_v2"", ""mram_capacity_bytes"": 67108864, ""mram_wram_transfer_model"": ""aligned_scalar_read_windows_and_aligned_output_tile_writes"", ""numeric_contract"": ""real_float32_or_split_real_imag_v2"", ""output_element_bytes"": 4, ""output_tile_elements"": 256, ""policy_id"": ""generic_single_dpu_split_complex_v2"", ""wram_budget_bytes"": 61440}",True,[],6928,2048,932,5600,932,6532,56360,6928,5,0.0,0.016796875,5,2048,5600,932,56360,5,5,5,0,2816,786432,67108864,0.01171875,0.0078125,0.0078125,1032,61440,0.016796875,"{""dpu_to_host_payload_bytes"": 932, ""estimated_flops"": 6928, ""feasibility"": true, ""host_completion_event_scope"": ""one_synchronous_dpu_launch_per_real_component"", ""host_completion_events"": 5, ""host_to_dpu_payload_bytes"": 5600, ""known_wram_static_bytes"": 1032, ""largest_tensor_bytes"": 2048, ""memory_budget_scope"": ""configured_modeled_budget_not_measured_runtime_occupancy"", ""mram_capacity_bytes"": 67108864, ""mram_dma_window_bytes_model"": 56360, ""mram_dma_window_scope"": ""modeled_aligned_request_volume_not_physical_bus_bytes"", ""mram_max_region_payload_ratio"": 0.0078125, ""mram_payload_pressure_ratio"": 0.0078125, ""mram_payload_pressure_scope"": ""maximum_single_buffer_payload_divided_by_fixed_native_buffer_capacity"", ""mram_static_reservation_pressure_ratio"": 0.01171875, ""native_static_mram_reservation_bytes"": 786432, ""numeric_component_invocations"": 5, ""numeric_recombination_flops"": 0, ""numeric_representation_penalty"": 0.0, ""rejection_reasons"": [], ""task_mram_payload_bytes"": 2816, ""tile_iterations"": 5, ""wram_budget_bytes"": 61440, ""wram_known_pressure_ratio"": 0.016796875}","{""dpu_to_host_payload_bytes"": 0.49328662960790726, ""estimated_flops"": 0.4115611355376022, ""host_completion_events"": 1.1132827525593785, ""host_to_dpu_payload_bytes"": 0.5929270621454659, ""mram_dma_window_bytes_model"": 0.4641873151754003, ""mram_payload_pressure_ratio"": 0.011227255423254121, ""numeric_representation_penalty"": 0.0, ""tile_iterations"": 0.2584598539004127, ""wram_known_pressure_ratio"": 0.02403150151674986}",0.43534534351965454,2,True,False,modeled,False
research_benchmark_pack_v1,thesis_planner_semantic_v2_planner_compare,planner_motif_flop_memory_tradeoff_semantic_v2,planner,0,planner_motif,True,flop_memory_tradeoff,6,6,3,4096,6,cotengra.flops,cotengra,external_contraction_tree,29abf6127107d130856c0eaa87fbe850bf32d0d563501d9dac818edbc4b47437,"{""engine"": ""cotengra"", ""max_repeats"": 1, ""methods"": ""greedy"", ""objective"": ""flops"", ""on_trial_error"": ""raise"", ""optlib"": ""random"", ""parallel"": false, ""progbar"": false, ""seed"": 0}",,greedy,cotengra_flops,cotengra_contraction_tree,,,ea1ff4f4abf84439410c63842809f1c2ec00d3139d9a477bbff6dba71a195b25,78f915effaeabdf4d189511ae293223525d73c02f74e8c56cc8364647f18fd37,completed,,0.00025947499671019614,5,70800,2048,4652,620,5272,0,0,,5,1,0.0,1,2,upmem_pressure_v1,,,,upmem_path_cost_v2,balanced_literature_informed,"{""caps"": {""dpu_to_host_payload_bytes"": 1048576.0, ""estimated_flops"": 2147614720.0, ""host_completion_events"": 4.0, ""host_to_dpu_payload_bytes"": 2097152.0, ""mram_dma_window_bytes_model"": 17180917760.0, ""mram_payload_pressure_ratio"": 1.0, ""numeric_representation_penalty"": 3.0, ""tile_iterations"": 1024.0, ""wram_known_pressure_ratio"": 1.0}, ""normalization_id"": ""fixed_log1p_generic_budgets_v2"", ""transform"": ""log1p(value)/log1p(cap)""}","{""caps"": {""application_max_contracted_combinations"": 4096, ""application_max_rank"": 16, ""application_max_tensor_elements"": 65536, ""native_abi_max_tensor_elements"": 65536}, ""dpu_parallelism_model"": ""single_dpu_serial_tasks"", ""host_completion_model"": ""one_synchronous_dpu_launch_per_real_component"", ""host_dpu_transfer_model"": ""per_real_component_operand_upload_and_output_download_no_reuse"", ""input_element_bytes"": 4, ""memory_budget_source"": ""configured_generic_dpu_policy_v2"", ""mram_capacity_bytes"": 67108864, ""mram_wram_transfer_model"": ""aligned_scalar_read_windows_and_aligned_output_tile_writes"", ""numeric_contract"": ""real_float32_or_split_real_imag_v2"", ""output_element_bytes"": 4, ""output_tile_elements"": 256, ""policy_id"": ""generic_single_dpu_split_complex_v2"", ""wram_budget_bytes"": 61440}",True,[],17700,16384,620,18608,620,19228,142224,17700,5,0.0,0.016796875,5,16384,18608,620,142224,5,5,5,0,17408,786432,67108864,0.01171875,0.0625,0.0625,1032,61440,0.016796875,"{""dpu_to_host_payload_bytes"": 620, ""estimated_flops"": 17700, ""feasibility"": true, ""host_completion_event_scope"": ""one_synchronous_dpu_launch_per_real_component"", ""host_completion_events"": 5, ""host_to_dpu_payload_bytes"": 18608, ""known_wram_static_bytes"": 1032, ""largest_tensor_bytes"": 16384, ""memory_budget_scope"": ""configured_modeled_budget_not_measured_runtime_occupancy"", ""mram_capacity_bytes"": 67108864, ""mram_dma_window_bytes_model"": 142224, ""mram_dma_window_scope"": ""modeled_aligned_request_volume_not_physical_bus_bytes"", ""mram_max_region_payload_ratio"": 0.0625, ""mram_payload_pressure_ratio"": 0.0625, ""mram_payload_pressure_scope"": ""maximum_single_buffer_payload_divided_by_fixed_native_buffer_capacity"", ""mram_static_reservation_pressure_ratio"": 0.01171875, ""native_static_mram_reservation_bytes"": 786432, ""numeric_component_invocations"": 5, ""numeric_recombination_flops"": 0, ""numeric_representation_penalty"": 0.0, ""rejection_reasons"": [], ""task_mram_payload_bytes"": 17408, ""tile_iterations"": 5, ""wram_budget_bytes"": 61440, ""wram_known_pressure_ratio"": 0.016796875}","{""dpu_to_host_payload_bytes"": 0.4639224409963948, ""estimated_flops"": 0.4552097794553751, ""host_completion_events"": 1.1132827525593785, ""host_to_dpu_payload_bytes"": 0.6754148783644979, ""mram_dma_window_bytes_model"": 0.5034638595356147, ""mram_payload_pressure_ratio"": 0.0874628412503394, ""numeric_representation_penalty"": 0.0, ""tile_iterations"": 0.2584598539004127, ""wram_known_pressure_ratio"": 0.02403150151674986}",0.46882955566477413,2,False,False,modeled,False
