schema_version,route_id,benchmark_role,backend_family,execution_model,contraction_execution_target,accelerator_kind,upmem_execution_mode,record_count,completed_count,unsupported_count,validation_passed_count,gpu_verified_count,cpu_fallback_count,hardware_speedup_applicable_count
research_benchmark_pack_v1,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,modeled,none,,150,150,0,0,0,0,0
