schema_version,suite_id,case_id,circuit_family,n_qubits,actual_n_qubits,benchmark_n_qubits,actual_n_qubits_source,actual_n_qubits_warning,route_id,benchmark_role,backend_family,execution_model,parallelism_mode,parallelism_evidence_type,execution_plan_kind,execution_plan_executed,frontier_scheduler_enabled,frontier_parallel_execution,frontier_worker_count,frontier_wave_count,max_frontier_width,mean_frontier_width,frontier_executed_task_count,source_frontier_completed_task_count,frontier_executed_parallel_task_count,executed_parallel_task_count,source_task_count,source_task_completion_count,circuit_semantics_hash,tensor_network_hash,contraction_plan_hash,contraction_execution_target,upmem_execution_mode,policy,quantization_mode,generic_only_all_tasks_used_generic_backend,valid_primary_upmem_codepath_result,upmem_program_executed,dpu_program_invocations,state_output_mode,validation_method,performance_tier,timing_scope,repeat_count,total_wall_time_s_median,total_wall_time_s_p25,total_wall_time_s_p75,total_wall_time_s_iqr,total_wall_time_s_mean,total_wall_time_s_min,total_wall_time_s_max,total_wall_time_s_std,total_host_residual_time_s_median,total_host_residual_time_s_p25,total_host_residual_time_s_p75,total_host_residual_time_s_iqr,total_host_residual_time_s_mean,total_host_residual_time_s_min,total_host_residual_time_s_max,total_host_residual_time_s_std,reported_time_s_median,reported_time_s_mean,reported_time_s_min,reported_time_s_max,reported_time_s_std,timing_basis,energy_joules,energy_source,energy_measurement_status,simulation_compute_time_s_median,simulation_compute_time_s_p25,simulation_compute_time_s_p75,simulation_compute_time_s_iqr,simulation_compute_time_s_mean,simulation_compute_time_s_min,simulation_compute_time_s_max,simulation_compute_time_s_std,planning_time_s_median,planning_time_s_mean,planning_time_s_min,planning_time_s_max,planning_time_s_std,actual_transfer_bytes_median,actual_h2d_bytes_median,actual_d2h_bytes_median,transfer_accounting_scope,actual_transfer_bytes_invariant,tn_estimated_flops,tn_max_intermediate_bytes,validation_passed_count,validation_failed_count,unsupported_count,slice_count,slicing_flop_ratio,slicing_flop_change_kind,max_abs_error,l2_error,execution_max_abs_error,execution_l2_error,full_precision_max_abs_error,full_precision_l2_error,hardware_speedup_applicable,gpu_backend_verified,gpu_device_name,cpu_fallback_used,resource_skip_reason
research_benchmark_pack_v1,thesis_planner_semantic_v2_planner_compare,quantum_quantization_stress_2q_semantic_v2,,2,2,2,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,374d541ac71c0083429107341a293c518af1136c710a4162be93474e0908bc64,7e91fc10f198a2c91aec283a0e93b38d3a2ea43db671de53937b160213a1b37c,275b16e99f7525788e16bc990767afa18a3d2e214607d16dcb73647a1bab960b,modeled,,,,,,,,,,False,,5,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.00027731899899663404,0.00124493299954338,0.00021491200095624663,0.005008190000808099,0.0018833157204009615,,,,,,544,256,0,5,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_semantic_v2_planner_compare,quantum_xor_4q_semantic_v2,,4,4,4,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,0f5da966751ac25da14a1f7e230763c4939eb4f05385eb990dd1c25d4d16e342,7044a808b3a8074faad4423b520a85195f8320fabe3fe9307fd602127775af10,256778507f6fd8f339476cf63467338d15d5ac6134c2942dd1b67bf180ebfd1a,modeled,,,,,,,,,,False,,5,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.0003552449998096563,0.0013396527989243622,0.00025953599833883345,0.005248950998065993,0.0019574330560771713,,,,,,832,256,0,5,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_sensitivity_v2_planner_compare,planner_motif_balanced_tree_sensitivity_v2,,0,0,0,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,63aa93af1bd4ba85937a3f0a7b9586b6b8f0b83ec8cae7d9f539e932803c32de,43099de54729372e0a526c9d58f6756432d02f97004c22b7cb68627b9629a523,158772be518dd2cc5e15d8d4f8f04ff6f9468ea1052eb554716d042b1e5da8f1,modeled,,,,,,,,,,False,,9,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.004812504001165507,0.003508610111263503,0.0002420330019958783,0.006303704001766164,0.0023170605523578566,,,,,,21200,2048,0,9,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_sensitivity_v2_planner_compare,planner_motif_chain_sensitivity_v2,,0,0,0,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,b0b3c0d0f63bbc48f0e46be8637906ca752edbf7e2d9c3e6819200993fbba6e3,e6f098a425467cadf8921cd8f1ba4b964029f6949d6114b67f3fdcf5767dd84a,42978be873f725491a5e12e6b5f3e135bf1fe698daf680a31112d4fd3c6dcd36,modeled,,,,,,,,,,False,,9,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.0017854910001915414,0.0012767778886579133,0.00017622000086703338,0.001824973998736823,0.0007305268624025561,,,,,,2384,128,0,9,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_sensitivity_v2_planner_compare,planner_motif_cycle_sensitivity_v2,,0,0,0,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,821afcbb82f8a35430d56654673474e9354649a2f51a68dd620e3b8abd35ae44,56300aef3872bf3edb45bc4e614410009fb89212e590fdc69d5eec7321c44f65,592f899abd490f9a48b7b833535014e5fd335c846acce30e1a49aea48457cac9,modeled,,,,,,,,,,False,,9,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.0009159239998552948,0.0006991504447392395,0.00014798700067331083,0.0009941099997377023,0.0003532049249689804,,,,,,3136,128,0,9,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_sensitivity_v2_planner_compare,planner_motif_flop_memory_tradeoff_sensitivity_v2,,0,0,0,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,32b3c5a9a231d0c9c087d33178e79dc7c40e138e96892fac7543d46efdebd4f4,15c8d22b253a9faae441a8b265a4c8578a16c882f90a235d04b9f3367558b6e0,73174593797a08ae46347eb473c8d3fed4e842bce53cf0d7821b44da018dacaf,modeled,,,,,,,,,,False,,9,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.0031238850024237763,0.0021990078890262842,0.0002080390004266519,0.0031974630001059268,0.0013697057334350305,,,,,,70800,2048,0,9,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_sensitivity_v2_planner_compare,planner_motif_grid_sensitivity_v2,,0,0,0,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,6624f128d6da83dc790c7a6485f5ba17c43ea12e617dbf7dee331ac78c7e09b1,6abdba0a6a78f229edabfc2e6d1a87e3f9956244cb19083db927f5c740d49fc5,dc58fa1ad5ddbc399d8d4d63c759118bdadfbadb3943f61350927a9ed68d1353,modeled,,,,,,,,,,False,,9,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.0032614619995001704,0.0022748416668036953,0.00020213800235069357,0.003351990999362897,0.0014332850149045753,,,,,,29248,2048,0,9,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_sensitivity_v2_planner_compare,planner_motif_star_sensitivity_v2,,0,0,0,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,8c6290697c8dfb8612652446c11bb4b46c8dea5808b0fa2c3997b2d71719b70d,a7c529870428d7bdc63b96c3beb0ddd57ec4463e168416235d6614208d939aa0,f04ad6cc02f4a5d5ba5f58584e258ed3661647725e88f52f84acb9a90c51e028,modeled,,,,,,,,,,False,,9,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.0017285540016018786,0.0012567591111292131,0.00019182899995939806,0.0017975740011024754,0.0007085302485782255,,,,,,8784,1024,0,9,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_sensitivity_v2_planner_compare,quantum_bell_2q_sensitivity_v2,,2,2,2,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,5c0a0c73f7cc564184f2572027732867cb06d28aa588e1dfba7fd2676d955ec0,336002ccdda4bf51945c87383fccabe09293061deb50f6e16c25d77036609db0,58355b9cb0c01e5cb4644c83c8f6ed4b8ed00c84eb07c322032ada9dae5ae687,modeled,,,,,,,,,,False,,9,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.000957401000050595,0.0007400102214079299,0.00015837699902476743,0.001023554999846965,0.0003491642872490559,,,,,,224,128,0,9,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_sensitivity_v2_planner_compare,quantum_bv_3q_sensitivity_v2,,3,3,3,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,69f65c434355fa277a5c6d4a6c6184d5ac0733f5f560415075ef033d34086c7f,150092b2c25619e4e88bf226e904e78b39b5cdc0b7ccc3188203b2e9f75b787d,1e9dd3497e0cc860425feffa92b80c99de749a11c3b89d006a0d1b5db9a8ab0b,modeled,,,,,,,,,,False,,9,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.018934527000965318,0.013766045667176109,0.0003484720000415109,0.026294578001397895,0.009712145497873179,,,,,,864,128,0,9,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_sensitivity_v2_planner_compare,quantum_ghz_3q_sensitivity_v2,,3,3,3,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,bda12d5a312e742d467d25620877c8fd894eeb1c6dc4dea46ddd6f847620df6e,503e1021783b87079d1acca889db1257372d33edfd79c9e21f2dc54c229eaf5f,3b4899a0d8efcc5adab0e9f942806210b3ef405ece557d55c1941f61eadd3c26,modeled,,,,,,,,,,False,,9,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.003229062000173144,0.0028211585546766096,0.00022829699810245074,0.008426225998846348,0.0024022169043359447,,,,,,480,128,0,9,0,,,unavailable,,,,,,,False,False,,False,
research_benchmark_pack_v1,thesis_planner_sensitivity_v2_planner_compare,quantum_qrng_2q_sensitivity_v2,,2,2,2,n_qubits,,planner_candidate_model,contraction_path_candidate,opt_einsum,tensor_network_planning,not_executed,modeled,taskgraph_contraction_path,False,False,False,,,,,,,,,,,165de6de2a9afa4cacc36efbf4128f105dc4226c87bdd7b5b2f41fa43afef0a9,1d1429c1f7d67f2f0f482e4e57d891e8303b08604b5bf8a2949c2e663e104199,35250e96f1bc441c60d69d40777c6c3baccf45c09c65caee3e147286d573ac5d,modeled,,,,,,,,,,False,,9,,,,,,,,,,,,,,,,,,,,,,unavailable,,,,,,,,,,,,0.0009199009982694406,0.000703501888993843,0.00014404000103240833,0.0009965540011762641,0.0003494071965026812,,,,,,96,64,0,9,0,,,unavailable,,,,,,,False,False,,False,
