cell_id,circuit_id,topology_id,candidate_path_id,score,score_rank,runtime_median_s,runtime_raw_mad_s,runtime_min_s,runtime_max_s,is_greedy,is_profile_selected,is_fastest_measured,profile_selected_rank,spearman_score_runtime,flops,peak_intermediate_elements,total_intermediate_writes
hs_18q_d1:1dpu_t8,hs_18q_d1,1dpu_t8,e03d5d65a6118ee597f1200afdcd941cdf4e83d0e1447b7b3a199207a7853314,0.0009189625506792607,4,1.3817241379983898,0.008787258000666043,1.3729368799977237,1.3916976010004873,False,False,False,1,-0.08571428571428572,528368.0,1024.0,1724.0
hs_18q_d1:1dpu_t8,hs_18q_d1,1dpu_t8,e69f53f17fabdfaba58d664f1e370a4216829bde473cd84608353c345fb2b4fa,0.0016074276074609297,5,1.3922218170009728,0.0025154920003842562,1.3897063250005885,1.4027703179999662,False,False,False,1,-0.08571428571428572,528752.0,1024.0,1820.0
hs_18q_d1:1dpu_t8,hs_18q_d1,1dpu_t8,002f633fd11c9c8ac95008a9452a63ccea24651ab38167fe6e6b762d00c2806d,0.0022800803340981544,6,1.380989856999804,0.00925788300082786,1.3605116580001777,1.390247740000632,False,False,False,1,-0.08571428571428572,529136.0,1024.0,1916.0
hs_18q_d1:4dpu_t8,hs_18q_d1,4dpu_t8,0f172b4535a71fb59dd5d4f406df828c33333cda1113d1c71db08b5d0e989d1e,-1.1179637622399523e-07,1,1.1543600510012766,0.003906258003553376,1.1504537929977232,1.4038816510001197,False,True,True,1,0.4857142857142857,527824.0,1024.0,1588.0
hs_18q_d1:4dpu_t8,hs_18q_d1,4dpu_t8,bf83ea123bc85b30f3c7f1f8a0de47c8366352fc37c099890eab75c8cba62cb8,0.0,2,1.173196793999523,0.025585711999156047,1.1476110820003669,1.202664991000347,True,False,False,1,0.4857142857142857,527824.0,1024.0,1588.0
hs_18q_d1:4dpu_t8,hs_18q_d1,4dpu_t8,93535be1f45b148a1b3d81d74e0185ffb0339853e6877aa2080426e1339bf13c,0.0004722607663472421,3,1.1599696840021352,0.011909642002137844,1.1480600419999973,1.1828422670005239,False,False,False,1,0.4857142857142857,528104.0,1024.0,1658.0
hs_18q_d1:4dpu_t8,hs_18q_d1,4dpu_t8,e03d5d65a6118ee597f1200afdcd941cdf4e83d0e1447b7b3a199207a7853314,0.0009187440212477982,4,1.1655435230022704,0.015309688005800126,1.1502338349964703,1.1905673410001327,False,False,False,1,0.4857142857142857,528368.0,1024.0,1724.0
hs_18q_d1:4dpu_t8,hs_18q_d1,4dpu_t8,e69f53f17fabdfaba58d664f1e370a4216829bde473cd84608353c345fb2b4fa,0.001607209078029467,5,1.1555404089995136,0.0028233169978193473,1.1527170920016943,1.1836153930016735,False,False,False,1,0.4857142857142857,528752.0,1024.0,1820.0
hs_18q_d1:4dpu_t8,hs_18q_d1,4dpu_t8,002f633fd11c9c8ac95008a9452a63ccea24651ab38167fe6e6b762d00c2806d,0.002279861804666692,6,1.2026846330008993,0.03750676200070302,1.1651778710001963,1.417155699000432,False,False,False,1,0.4857142857142857,529136.0,1024.0,1916.0
quantization_stress_18q_l2:1dpu_t8,quantization_stress_18q_l2,1dpu_t8,e56fd025e7fdf900c75302bb6e7212f78d89deef09b236732a001e9f5c5001c1,-0.3743858131840895,1,4.7709353620011825,0.005446737995953299,4.7606445380006335,4.776382099997136,False,True,False,2,0.9428571428571428,2147552.0,2048.0,6736.0
quantization_stress_18q_l2:1dpu_t8,quantization_stress_18q_l2,1dpu_t8,9d1e1ae9a325d84cef97b0fd9beffa9d4b3d783f00a4e38f6fce3a17114d3abb,-0.37431679640273474,2,4.766350835001504,0.0048535719979554415,4.639659866999864,4.771204406999459,False,False,True,2,0.9428571428571428,2146480.0,2048.0,6820.0
quantization_stress_18q_l2:1dpu_t8,quantization_stress_18q_l2,1dpu_t8,348d3fb5c4d401742575f7e9ce41a5ff1fb8415c2010311fb6b13a9bb52d2de8,-0.36613728042147275,3,4.837390945998777,0.023424266997608356,4.813966679001169,4.876735563000693,False,False,False,2,0.9428571428571428,2156512.0,2048.0,8536.0
quantization_stress_18q_l2:1dpu_t8,quantization_stress_18q_l2,1dpu_t8,e7f2ad3aef247ff4d7f2b7374966596ab24e96aa1fabd13234cbaebecab85d65,-0.3104815193496802,4,5.078146703002858,0.020741084998007864,4.95245751299808,5.098887788000866,False,False,False,2,0.9428571428571428,2256640.0,16384.0,21088.0
quantization_stress_18q_l2:1dpu_t8,quantization_stress_18q_l2,1dpu_t8,2eb807e063945083b04ae8fe3a72afca4e2a2b97d37dc739805c462caa388747,-0.004155016637210981,5,5.871426721998432,0.029786643000988988,5.691847891001089,5.901213364999421,False,False,False,2,0.9428571428571428,4320568.0,8192.0,14390.0
quantization_stress_18q_l2:1dpu_t8,quantization_stress_18q_l2,1dpu_t8,b9ba7e7f9f7faa942ecf55bc10c6f9a9488b0e3dcf87233bed822bea2416c816,0.0,6,6.71471425299751,0.006922258995473385,6.7077919940020365,6.8321122439992905,True,False,False,2,0.9428571428571428,2806088.0,65536.0,89402.0
quantization_stress_18q_l2:4dpu_t8,quantization_stress_18q_l2,4dpu_t8,e56fd025e7fdf900c75302bb6e7212f78d89deef09b236732a001e9f5c5001c1,-0.37423012444070064,1,3.338684768998064,0.013377145998674678,3.3253076229993894,3.3849498279996624,False,True,True,1,0.9428571428571428,2147552.0,2048.0,6736.0
quantization_stress_18q_l2:4dpu_t8,quantization_stress_18q_l2,4dpu_t8,9d1e1ae9a325d84cef97b0fd9beffa9d4b3d783f00a4e38f6fce3a17114d3abb,-0.3741611076593459,2,3.351342089001264,0.009856371001660591,3.3414857179996034,3.3921620979999716,False,False,False,1,0.9428571428571428,2146480.0,2048.0,6820.0
quantization_stress_18q_l2:4dpu_t8,quantization_stress_18q_l2,4dpu_t8,348d3fb5c4d401742575f7e9ce41a5ff1fb8415c2010311fb6b13a9bb52d2de8,-0.3659815916780839,3,4.1453565529991465,0.0700235000003886,3.5548073499994643,4.215380052999535,False,False,False,1,0.9428571428571428,2156512.0,2048.0,8536.0
quantization_stress_18q_l2:4dpu_t8,quantization_stress_18q_l2,4dpu_t8,e7f2ad3aef247ff4d7f2b7374966596ab24e96aa1fabd13234cbaebecab85d65,-0.31038422763972423,4,3.6524390509985096,0.0689348810010415,3.506519021000713,3.721373931999551,False,False,False,1,0.9428571428571428,2256640.0,16384.0,21088.0
quantization_stress_18q_l2:4dpu_t8,quantization_stress_18q_l2,4dpu_t8,2eb807e063945083b04ae8fe3a72afca4e2a2b97d37dc739805c462caa388747,-0.0039993278938221,5,4.311550335998618,0.14685231800103793,3.779984869001055,4.458402653999656,False,False,False,1,0.9428571428571428,4320568.0,8192.0,14390.0
quantization_stress_18q_l2:4dpu_t8,quantization_stress_18q_l2,4dpu_t8,b9ba7e7f9f7faa942ecf55bc10c6f9a9488b0e3dcf87233bed822bea2416c816,0.0,6,4.341384074999951,0.008260608999989927,4.333123465999961,4.407832139000675,True,False,False,1,0.9428571428571428,2806088.0,65536.0,89402.0
