row_kind,scope,representation,feature,left_feature,right_feature,variance_population,distinct_count,pair_tie_fraction,pair_count,pearson,spearman
pair,edc_18q:4dpu_t8,normalized,,I_dpu,N_sync,,,,406,0.9724189112506,0.9393541631702939
pair,edc_18q:4dpu_t8,normalized,,I_dpu,E_num,,,,406,,
pair,edc_18q:4dpu_t8,normalized,,I_dpu,P_wram,,,,406,,
pair,edc_18q:4dpu_t8,normalized,,N_sync,E_num,,,,406,,
pair,edc_18q:4dpu_t8,normalized,,N_sync,P_wram,,,,406,,
pair,edc_18q:4dpu_t8,normalized,,E_num,P_wram,,,,406,,
feature,ghz_chain_18q:1dpu_t8,raw,B_host_dpu,,,1055305722591.3469,25,0.010582010582010581,378,,
feature,ghz_chain_18q:1dpu_t8,raw,B_mram_wram,,,1118659918047.347,26,0.005291005291005291,378,,
feature,ghz_chain_18q:1dpu_t8,raw,I_dpu,,,65328853419.10204,25,0.010582010582010581,378,,
feature,ghz_chain_18q:1dpu_t8,raw,N_sync,,,28336989.63265306,15,0.07407407407407407,378,,
feature,ghz_chain_18q:1dpu_t8,raw,E_num,,,0.0,1,1.0,378,,
feature,ghz_chain_18q:1dpu_t8,raw,P_wram,,,0.0,1,1.0,378,,
pair,ghz_chain_18q:1dpu_t8,raw,,B_host_dpu,B_mram_wram,,,,378,0.9991206343272977,0.9656212293061853
pair,ghz_chain_18q:1dpu_t8,raw,,B_host_dpu,I_dpu,,,,378,0.9999959900124079,0.9983557138942176
pair,ghz_chain_18q:1dpu_t8,raw,,B_host_dpu,N_sync,,,,378,0.9975769330338697,0.910790061574443
pair,ghz_chain_18q:1dpu_t8,raw,,B_host_dpu,E_num,,,,378,,
pair,ghz_chain_18q:1dpu_t8,raw,,B_host_dpu,P_wram,,,,378,,
pair,ghz_chain_18q:1dpu_t8,raw,,B_mram_wram,I_dpu,,,,378,0.9991788732456818,0.971647801517458
pair,ghz_chain_18q:1dpu_t8,raw,,B_mram_wram,N_sync,,,,378,0.9994544328502221,0.9233745680471778
pair,ghz_chain_18q:1dpu_t8,raw,,B_mram_wram,E_num,,,,378,,
pair,ghz_chain_18q:1dpu_t8,raw,,B_mram_wram,P_wram,,,,378,,
pair,ghz_chain_18q:1dpu_t8,raw,,I_dpu,N_sync,,,,378,0.9976528105620646,0.9069284441116804
pair,ghz_chain_18q:1dpu_t8,raw,,I_dpu,E_num,,,,378,,
pair,ghz_chain_18q:1dpu_t8,raw,,I_dpu,P_wram,,,,378,,
pair,ghz_chain_18q:1dpu_t8,raw,,N_sync,E_num,,,,378,,
pair,ghz_chain_18q:1dpu_t8,raw,,N_sync,P_wram,,,,378,,
pair,ghz_chain_18q:1dpu_t8,raw,,E_num,P_wram,,,,378,,
feature,ghz_chain_18q:1dpu_t8,normalized,B_host_dpu,,,0.023964899775094316,25,0.010582010582010581,378,,
feature,ghz_chain_18q:1dpu_t8,normalized,B_mram_wram,,,0.023218723474879823,26,0.005291005291005291,378,,
feature,ghz_chain_18q:1dpu_t8,normalized,I_dpu,,,0.008727946516682432,25,0.010582010582010581,378,,
feature,ghz_chain_18q:1dpu_t8,normalized,N_sync,,,0.3945189524101523,15,0.07407407407407407,378,,
feature,ghz_chain_18q:1dpu_t8,normalized,E_num,,,0.0,1,1.0,378,,
feature,ghz_chain_18q:1dpu_t8,normalized,P_wram,,,0.0,1,1.0,378,,
pair,ghz_chain_18q:1dpu_t8,normalized,,B_host_dpu,B_mram_wram,,,,378,0.9981104899500264,0.9656212293061853
pair,ghz_chain_18q:1dpu_t8,normalized,,B_host_dpu,I_dpu,,,,378,0.9993046131206205,0.9983557138942176
pair,ghz_chain_18q:1dpu_t8,normalized,,B_host_dpu,N_sync,,,,378,0.9771730267812564,0.910790061574443
pair,ghz_chain_18q:1dpu_t8,normalized,,B_host_dpu,E_num,,,,378,,
pair,ghz_chain_18q:1dpu_t8,normalized,,B_host_dpu,P_wram,,,,378,,
pair,ghz_chain_18q:1dpu_t8,normalized,,B_mram_wram,I_dpu,,,,378,0.9989642082507556,0.971647801517458
pair,ghz_chain_18q:1dpu_t8,normalized,,B_mram_wram,N_sync,,,,378,0.9740670970014614,0.9233745680471778
pair,ghz_chain_18q:1dpu_t8,normalized,,B_mram_wram,E_num,,,,378,,
pair,ghz_chain_18q:1dpu_t8,normalized,,B_mram_wram,P_wram,,,,378,,
pair,ghz_chain_18q:1dpu_t8,normalized,,I_dpu,N_sync,,,,378,0.9703579420524905,0.9069284441116804
pair,ghz_chain_18q:1dpu_t8,normalized,,I_dpu,E_num,,,,378,,
pair,ghz_chain_18q:1dpu_t8,normalized,,I_dpu,P_wram,,,,378,,
pair,ghz_chain_18q:1dpu_t8,normalized,,N_sync,E_num,,,,378,,
pair,ghz_chain_18q:1dpu_t8,normalized,,N_sync,P_wram,,,,378,,
pair,ghz_chain_18q:1dpu_t8,normalized,,E_num,P_wram,,,,378,,
feature,ghz_chain_18q:4dpu_t8,raw,B_host_dpu,,,1055305722591.3469,25,0.010582010582010581,378,,
feature,ghz_chain_18q:4dpu_t8,raw,B_mram_wram,,,1118659918047.347,26,0.005291005291005291,378,,
feature,ghz_chain_18q:4dpu_t8,raw,I_dpu,,,65328853419.10204,25,0.010582010582010581,378,,
feature,ghz_chain_18q:4dpu_t8,raw,N_sync,,,25901775.391581632,14,0.07671957671957672,378,,
feature,ghz_chain_18q:4dpu_t8,raw,E_num,,,0.0,1,1.0,378,,
feature,ghz_chain_18q:4dpu_t8,raw,P_wram,,,0.0,1,1.0,378,,
pair,ghz_chain_18q:4dpu_t8,raw,,B_host_dpu,B_mram_wram,,,,378,0.9991206343272977,0.9656212293061853
pair,ghz_chain_18q:4dpu_t8,raw,,B_host_dpu,I_dpu,,,,378,0.9999959900124079,0.9983557138942176
pair,ghz_chain_18q:4dpu_t8,raw,,B_host_dpu,N_sync,,,,378,0.9973697310606395,0.9103647800564922
pair,ghz_chain_18q:4dpu_t8,raw,,B_host_dpu,E_num,,,,378,,
pair,ghz_chain_18q:4dpu_t8,raw,,B_host_dpu,P_wram,,,,378,,
pair,ghz_chain_18q:4dpu_t8,raw,,B_mram_wram,I_dpu,,,,378,0.9991788732456818,0.971647801517458
pair,ghz_chain_18q:4dpu_t8,raw,,B_mram_wram,N_sync,,,,378,0.9993776203360027,0.9232270152174951
pair,ghz_chain_18q:4dpu_t8,raw,,B_mram_wram,E_num,,,,378,,
pair,ghz_chain_18q:4dpu_t8,raw,,B_mram_wram,P_wram,,,,378,,
pair,ghz_chain_18q:4dpu_t8,raw,,I_dpu,N_sync,,,,378,0.9974503229200254,0.9065026264441314
pair,ghz_chain_18q:4dpu_t8,raw,,I_dpu,E_num,,,,378,,
pair,ghz_chain_18q:4dpu_t8,raw,,I_dpu,P_wram,,,,378,,
pair,ghz_chain_18q:4dpu_t8,raw,,N_sync,E_num,,,,378,,
pair,ghz_chain_18q:4dpu_t8,raw,,N_sync,P_wram,,,,378,,
pair,ghz_chain_18q:4dpu_t8,raw,,E_num,P_wram,,,,378,,
feature,ghz_chain_18q:4dpu_t8,normalized,B_host_dpu,,,0.023964899775094316,25,0.010582010582010581,378,,
feature,ghz_chain_18q:4dpu_t8,normalized,B_mram_wram,,,0.023218723474879823,26,0.005291005291005291,378,,
feature,ghz_chain_18q:4dpu_t8,normalized,I_dpu,,,0.008727946516682432,25,0.010582010582010581,378,,
feature,ghz_chain_18q:4dpu_t8,normalized,N_sync,,,0.38652600686268923,14,0.07671957671957672,378,,
feature,ghz_chain_18q:4dpu_t8,normalized,E_num,,,0.0,1,1.0,378,,
feature,ghz_chain_18q:4dpu_t8,normalized,P_wram,,,0.0,1,1.0,378,,
pair,ghz_chain_18q:4dpu_t8,normalized,,B_host_dpu,B_mram_wram,,,,378,0.9981104899500264,0.9656212293061853
pair,ghz_chain_18q:4dpu_t8,normalized,,B_host_dpu,I_dpu,,,,378,0.9993046131206205,0.9983557138942176
pair,ghz_chain_18q:4dpu_t8,normalized,,B_host_dpu,N_sync,,,,378,0.9772012006220445,0.9103647800564922
pair,ghz_chain_18q:4dpu_t8,normalized,,B_host_dpu,E_num,,,,378,,
pair,ghz_chain_18q:4dpu_t8,normalized,,B_host_dpu,P_wram,,,,378,,
pair,ghz_chain_18q:4dpu_t8,normalized,,B_mram_wram,I_dpu,,,,378,0.9989642082507556,0.971647801517458
pair,ghz_chain_18q:4dpu_t8,normalized,,B_mram_wram,N_sync,,,,378,0.9751525947431331,0.9232270152174951
pair,ghz_chain_18q:4dpu_t8,normalized,,B_mram_wram,E_num,,,,378,,
pair,ghz_chain_18q:4dpu_t8,normalized,,B_mram_wram,P_wram,,,,378,,
pair,ghz_chain_18q:4dpu_t8,normalized,,I_dpu,N_sync,,,,378,0.9707926909214003,0.9065026264441314
pair,ghz_chain_18q:4dpu_t8,normalized,,I_dpu,E_num,,,,378,,
pair,ghz_chain_18q:4dpu_t8,normalized,,I_dpu,P_wram,,,,378,,
pair,ghz_chain_18q:4dpu_t8,normalized,,N_sync,E_num,,,,378,,
pair,ghz_chain_18q:4dpu_t8,normalized,,N_sync,P_wram,,,,378,,
pair,ghz_chain_18q:4dpu_t8,normalized,,E_num,P_wram,,,,378,,
feature,hs_18q_d1:1dpu_t8,raw,B_host_dpu,,,16912737.8556213,33,0.06538461538461539,2080,,
feature,hs_18q_d1:1dpu_t8,raw,B_mram_wram,,,10623590.642366864,36,0.05913461538461538,2080,,
feature,hs_18q_d1:1dpu_t8,raw,I_dpu,,,1057046.1159763313,33,0.06538461538461539,2080,,
feature,hs_18q_d1:1dpu_t8,raw,N_sync,,,0.9694674556213018,2,0.9692307692307692,2080,,
feature,hs_18q_d1:1dpu_t8,raw,E_num,,,0.0,1,1.0,2080,,
feature,hs_18q_d1:1dpu_t8,raw,P_wram,,,0.0,1,1.0,2080,,
pair,hs_18q_d1:1dpu_t8,raw,,B_host_dpu,B_mram_wram,,,,2080,0.9966613798525413,0.9970618618734816
pair,hs_18q_d1:1dpu_t8,raw,,B_host_dpu,I_dpu,,,,2080,1.0,1.0
pair,hs_18q_d1:1dpu_t8,raw,,B_host_dpu,N_sync,,,,2080,-0.221912020153993,-0.18093098872789404
pair,hs_18q_d1:1dpu_t8,raw,,B_host_dpu,E_num,,,,2080,,
pair,hs_18q_d1:1dpu_t8,raw,,B_host_dpu,P_wram,,,,2080,,
pair,hs_18q_d1:1dpu_t8,raw,,B_mram_wram,I_dpu,,,,2080,0.9966613798525413,0.9970618618734816
pair,hs_18q_d1:1dpu_t8,raw,,B_mram_wram,N_sync,,,,2080,-0.23056732789744394,-0.21429701606000434
pair,hs_18q_d1:1dpu_t8,raw,,B_mram_wram,E_num,,,,2080,,
pair,hs_18q_d1:1dpu_t8,raw,,B_mram_wram,P_wram,,,,2080,,
pair,hs_18q_d1:1dpu_t8,raw,,I_dpu,N_sync,,,,2080,-0.221912020153993,-0.18093098872789404
pair,hs_18q_d1:1dpu_t8,raw,,I_dpu,E_num,,,,2080,,
pair,hs_18q_d1:1dpu_t8,raw,,I_dpu,P_wram,,,,2080,,
pair,hs_18q_d1:1dpu_t8,raw,,N_sync,E_num,,,,2080,,
pair,hs_18q_d1:1dpu_t8,raw,,N_sync,P_wram,,,,2080,,
pair,hs_18q_d1:1dpu_t8,raw,,E_num,P_wram,,,,2080,,
feature,hs_18q_d1:1dpu_t8,normalized,B_host_dpu,,,9.286937744771506e-07,33,0.06538461538461539,2080,,
feature,hs_18q_d1:1dpu_t8,normalized,B_mram_wram,,,5.20857853710913e-07,36,0.05913461538461538,2080,,
feature,hs_18q_d1:1dpu_t8,normalized,I_dpu,,,9.460922061107397e-07,33,0.06538461538461539,2080,,
feature,hs_18q_d1:1dpu_t8,normalized,N_sync,,,2.8234736900094563e-07,2,0.9692307692307692,2080,,
feature,hs_18q_d1:1dpu_t8,normalized,E_num,,,0.0,1,1.0,2080,,
feature,hs_18q_d1:1dpu_t8,normalized,P_wram,,,0.0,1,1.0,2080,,
pair,hs_18q_d1:1dpu_t8,normalized,,B_host_dpu,B_mram_wram,,,,2080,0.9966576843834485,0.9970618618734816
pair,hs_18q_d1:1dpu_t8,normalized,,B_host_dpu,I_dpu,,,,2080,0.9999999999951761,1.0
pair,hs_18q_d1:1dpu_t8,normalized,,B_host_dpu,N_sync,,,,2080,-0.2219457441869044,-0.18093098872789404
pair,hs_18q_d1:1dpu_t8,normalized,,B_host_dpu,E_num,,,,2080,,
pair,hs_18q_d1:1dpu_t8,normalized,,B_host_dpu,P_wram,,,,2080,,
pair,hs_18q_d1:1dpu_t8,normalized,,B_mram_wram,I_dpu,,,,2080,0.9966574648567482,0.9970618618734816
pair,hs_18q_d1:1dpu_t8,normalized,,B_mram_wram,N_sync,,,,2080,-0.23061414508353453,-0.21429701606000434
pair,hs_18q_d1:1dpu_t8,normalized,,B_mram_wram,E_num,,,,2080,,
pair,hs_18q_d1:1dpu_t8,normalized,,B_mram_wram,P_wram,,,,2080,,
pair,hs_18q_d1:1dpu_t8,normalized,,I_dpu,N_sync,,,,2080,-0.22194605846446555,-0.18093098872789404
pair,hs_18q_d1:1dpu_t8,normalized,,I_dpu,E_num,,,,2080,,
pair,hs_18q_d1:1dpu_t8,normalized,,I_dpu,P_wram,,,,2080,,
pair,hs_18q_d1:1dpu_t8,normalized,,N_sync,E_num,,,,2080,,
pair,hs_18q_d1:1dpu_t8,normalized,,N_sync,P_wram,,,,2080,,
pair,hs_18q_d1:1dpu_t8,normalized,,E_num,P_wram,,,,2080,,
feature,hs_18q_d1:4dpu_t8,raw,B_host_dpu,,,16912737.8556213,33,0.06538461538461539,2080,,
feature,hs_18q_d1:4dpu_t8,raw,B_mram_wram,,,10623590.642366864,36,0.05913461538461538,2080,,
feature,hs_18q_d1:4dpu_t8,raw,I_dpu,,,1057046.1159763313,33,0.06538461538461539,2080,,
feature,hs_18q_d1:4dpu_t8,raw,N_sync,,,0.9694674556213018,2,0.9692307692307692,2080,,
feature,hs_18q_d1:4dpu_t8,raw,E_num,,,0.0,1,1.0,2080,,
feature,hs_18q_d1:4dpu_t8,raw,P_wram,,,0.0,1,1.0,2080,,
pair,hs_18q_d1:4dpu_t8,raw,,B_host_dpu,B_mram_wram,,,,2080,0.9966613798525413,0.9970618618734816
pair,hs_18q_d1:4dpu_t8,raw,,B_host_dpu,I_dpu,,,,2080,1.0,1.0
pair,hs_18q_d1:4dpu_t8,raw,,B_host_dpu,N_sync,,,,2080,-0.221912020153993,-0.18093098872789404
pair,hs_18q_d1:4dpu_t8,raw,,B_host_dpu,E_num,,,,2080,,
pair,hs_18q_d1:4dpu_t8,raw,,B_host_dpu,P_wram,,,,2080,,
pair,hs_18q_d1:4dpu_t8,raw,,B_mram_wram,I_dpu,,,,2080,0.9966613798525413,0.9970618618734816
pair,hs_18q_d1:4dpu_t8,raw,,B_mram_wram,N_sync,,,,2080,-0.23056732789744394,-0.21429701606000434
pair,hs_18q_d1:4dpu_t8,raw,,B_mram_wram,E_num,,,,2080,,
pair,hs_18q_d1:4dpu_t8,raw,,B_mram_wram,P_wram,,,,2080,,
pair,hs_18q_d1:4dpu_t8,raw,,I_dpu,N_sync,,,,2080,-0.221912020153993,-0.18093098872789404
pair,hs_18q_d1:4dpu_t8,raw,,I_dpu,E_num,,,,2080,,
pair,hs_18q_d1:4dpu_t8,raw,,I_dpu,P_wram,,,,2080,,
pair,hs_18q_d1:4dpu_t8,raw,,N_sync,E_num,,,,2080,,
pair,hs_18q_d1:4dpu_t8,raw,,N_sync,P_wram,,,,2080,,
pair,hs_18q_d1:4dpu_t8,raw,,E_num,P_wram,,,,2080,,
feature,hs_18q_d1:4dpu_t8,normalized,B_host_dpu,,,9.286937744771506e-07,33,0.06538461538461539,2080,,
feature,hs_18q_d1:4dpu_t8,normalized,B_mram_wram,,,5.20857853710913e-07,36,0.05913461538461538,2080,,
feature,hs_18q_d1:4dpu_t8,normalized,I_dpu,,,9.460922061107397e-07,33,0.06538461538461539,2080,,
feature,hs_18q_d1:4dpu_t8,normalized,N_sync,,,2.8697468764425764e-07,2,0.9692307692307692,2080,,
feature,hs_18q_d1:4dpu_t8,normalized,E_num,,,0.0,1,1.0,2080,,
feature,hs_18q_d1:4dpu_t8,normalized,P_wram,,,0.0,1,1.0,2080,,
pair,hs_18q_d1:4dpu_t8,normalized,,B_host_dpu,B_mram_wram,,,,2080,0.9966576843834485,0.9970618618734816
pair,hs_18q_d1:4dpu_t8,normalized,,B_host_dpu,I_dpu,,,,2080,0.9999999999951761,1.0
pair,hs_18q_d1:4dpu_t8,normalized,,B_host_dpu,N_sync,,,,2080,-0.22194574418690413,-0.18093098872789404
pair,hs_18q_d1:4dpu_t8,normalized,,B_host_dpu,E_num,,,,2080,,
pair,hs_18q_d1:4dpu_t8,normalized,,B_host_dpu,P_wram,,,,2080,,
pair,hs_18q_d1:4dpu_t8,normalized,,B_mram_wram,I_dpu,,,,2080,0.9966574648567482,0.9970618618734816
pair,hs_18q_d1:4dpu_t8,normalized,,B_mram_wram,N_sync,,,,2080,-0.2306141450835343,-0.21429701606000434
pair,hs_18q_d1:4dpu_t8,normalized,,B_mram_wram,E_num,,,,2080,,
pair,hs_18q_d1:4dpu_t8,normalized,,B_mram_wram,P_wram,,,,2080,,
pair,hs_18q_d1:4dpu_t8,normalized,,I_dpu,N_sync,,,,2080,-0.2219460584644654,-0.18093098872789404
pair,hs_18q_d1:4dpu_t8,normalized,,I_dpu,E_num,,,,2080,,
pair,hs_18q_d1:4dpu_t8,normalized,,I_dpu,P_wram,,,,2080,,
pair,hs_18q_d1:4dpu_t8,normalized,,N_sync,E_num,,,,2080,,
pair,hs_18q_d1:4dpu_t8,normalized,,N_sync,P_wram,,,,2080,,
pair,hs_18q_d1:4dpu_t8,normalized,,E_num,P_wram,,,,2080,,
feature,quantization_stress_18q_l2:1dpu_t8,raw,B_host_dpu,,,324340610088.96,20,0.0,190,,
feature,quantization_stress_18q_l2:1dpu_t8,raw,B_mram_wram,,,372303626905.6,20,0.0,190,,
feature,quantization_stress_18q_l2:1dpu_t8,raw,I_dpu,,,921485437916.16,19,0.005263157894736842,190,,
feature,quantization_stress_18q_l2:1dpu_t8,raw,N_sync,,,2177227.55,10,0.16842105263157894,190,,
feature,quantization_stress_18q_l2:1dpu_t8,raw,E_num,,,0.0,1,1.0,190,,
feature,quantization_stress_18q_l2:1dpu_t8,raw,P_wram,,,0.0,1,1.0,190,,
pair,quantization_stress_18q_l2:1dpu_t8,raw,,B_host_dpu,B_mram_wram,,,,190,0.9826021686449947,0.9774436090225563
pair,quantization_stress_18q_l2:1dpu_t8,raw,,B_host_dpu,I_dpu,,,,190,0.30767421004321543,0.86423473580716
pair,quantization_stress_18q_l2:1dpu_t8,raw,,B_host_dpu,N_sync,,,,190,0.9880504306648104,0.6553908596911893
pair,quantization_stress_18q_l2:1dpu_t8,raw,,B_host_dpu,E_num,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,raw,,B_host_dpu,P_wram,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,raw,,B_mram_wram,I_dpu,,,,190,0.46300319577177107,0.9176382747473762
pair,quantization_stress_18q_l2:1dpu_t8,raw,,B_mram_wram,N_sync,,,,190,0.9673833707635188,0.6655097209453288
pair,quantization_stress_18q_l2:1dpu_t8,raw,,B_mram_wram,E_num,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,raw,,B_mram_wram,P_wram,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,raw,,I_dpu,N_sync,,,,190,0.22969872331774072,0.548570710950222
pair,quantization_stress_18q_l2:1dpu_t8,raw,,I_dpu,E_num,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,raw,,I_dpu,P_wram,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,raw,,N_sync,E_num,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,raw,,N_sync,P_wram,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,raw,,E_num,P_wram,,,,190,,
feature,quantization_stress_18q_l2:1dpu_t8,normalized,B_host_dpu,,,0.009917722072814798,20,0.0,190,,
feature,quantization_stress_18q_l2:1dpu_t8,normalized,B_mram_wram,,,0.00961617546743483,20,0.0,190,,
feature,quantization_stress_18q_l2:1dpu_t8,normalized,I_dpu,,,0.024561823212729723,19,0.005263157894736842,190,,
feature,quantization_stress_18q_l2:1dpu_t8,normalized,N_sync,,,0.04088241498353958,10,0.16842105263157894,190,,
feature,quantization_stress_18q_l2:1dpu_t8,normalized,E_num,,,0.0,1,1.0,190,,
feature,quantization_stress_18q_l2:1dpu_t8,normalized,P_wram,,,0.0,1,1.0,190,,
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,B_host_dpu,B_mram_wram,,,,190,0.9770321378028364,0.9774436090225563
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,B_host_dpu,I_dpu,,,,190,0.391982573186893,0.86423473580716
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,B_host_dpu,N_sync,,,,190,0.9844082389503329,0.6553908596911893
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,B_host_dpu,E_num,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,B_host_dpu,P_wram,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,B_mram_wram,I_dpu,,,,190,0.5604688474339503,0.9176382747473762
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,B_mram_wram,N_sync,,,,190,0.9554037754311833,0.6655097209453288
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,B_mram_wram,E_num,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,B_mram_wram,P_wram,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,I_dpu,N_sync,,,,190,0.2965015697241296,0.548570710950222
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,I_dpu,E_num,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,I_dpu,P_wram,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,N_sync,E_num,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,N_sync,P_wram,,,,190,,
pair,quantization_stress_18q_l2:1dpu_t8,normalized,,E_num,P_wram,,,,190,,
feature,quantization_stress_18q_l2:4dpu_t8,raw,B_host_dpu,,,324340610088.96,20,0.0,190,,
feature,quantization_stress_18q_l2:4dpu_t8,raw,B_mram_wram,,,372303626905.6,20,0.0,190,,
feature,quantization_stress_18q_l2:4dpu_t8,raw,I_dpu,,,921485437916.16,19,0.005263157894736842,190,,
feature,quantization_stress_18q_l2:4dpu_t8,raw,N_sync,,,1990320.8,10,0.16842105263157894,190,,
feature,quantization_stress_18q_l2:4dpu_t8,raw,E_num,,,0.0,1,1.0,190,,
feature,quantization_stress_18q_l2:4dpu_t8,raw,P_wram,,,0.0,1,1.0,190,,
pair,quantization_stress_18q_l2:4dpu_t8,raw,,B_host_dpu,B_mram_wram,,,,190,0.9826021686449947,0.9774436090225563
pair,quantization_stress_18q_l2:4dpu_t8,raw,,B_host_dpu,I_dpu,,,,190,0.30767421004321543,0.86423473580716
pair,quantization_stress_18q_l2:4dpu_t8,raw,,B_host_dpu,N_sync,,,,190,0.9874116170917245,0.6553908596911893
pair,quantization_stress_18q_l2:4dpu_t8,raw,,B_host_dpu,E_num,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,raw,,B_host_dpu,P_wram,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,raw,,B_mram_wram,I_dpu,,,,190,0.46300319577177107,0.9176382747473762
pair,quantization_stress_18q_l2:4dpu_t8,raw,,B_mram_wram,N_sync,,,,190,0.9672644100827296,0.6655097209453288
pair,quantization_stress_18q_l2:4dpu_t8,raw,,B_mram_wram,E_num,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,raw,,B_mram_wram,P_wram,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,raw,,I_dpu,N_sync,,,,190,0.23003789481696602,0.548570710950222
pair,quantization_stress_18q_l2:4dpu_t8,raw,,I_dpu,E_num,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,raw,,I_dpu,P_wram,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,raw,,N_sync,E_num,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,raw,,N_sync,P_wram,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,raw,,E_num,P_wram,,,,190,,
feature,quantization_stress_18q_l2:4dpu_t8,normalized,B_host_dpu,,,0.009917722072814798,20,0.0,190,,
feature,quantization_stress_18q_l2:4dpu_t8,normalized,B_mram_wram,,,0.00961617546743483,20,0.0,190,,
feature,quantization_stress_18q_l2:4dpu_t8,normalized,I_dpu,,,0.024561823212729723,19,0.005263157894736842,190,,
feature,quantization_stress_18q_l2:4dpu_t8,normalized,N_sync,,,0.03872957041440982,10,0.16842105263157894,190,,
feature,quantization_stress_18q_l2:4dpu_t8,normalized,E_num,,,0.0,1,1.0,190,,
feature,quantization_stress_18q_l2:4dpu_t8,normalized,P_wram,,,0.0,1,1.0,190,,
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,B_host_dpu,B_mram_wram,,,,190,0.9770321378028364,0.9774436090225563
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,B_host_dpu,I_dpu,,,,190,0.391982573186893,0.86423473580716
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,B_host_dpu,N_sync,,,,190,0.9832153154842757,0.6553908596911893
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,B_host_dpu,E_num,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,B_host_dpu,P_wram,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,B_mram_wram,I_dpu,,,,190,0.5604688474339503,0.9176382747473762
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,B_mram_wram,N_sync,,,,190,0.9552891170091744,0.6655097209453288
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,B_mram_wram,E_num,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,B_mram_wram,P_wram,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,I_dpu,N_sync,,,,190,0.29705446528589774,0.548570710950222
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,I_dpu,E_num,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,I_dpu,P_wram,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,N_sync,E_num,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,N_sync,P_wram,,,,190,,
pair,quantization_stress_18q_l2:4dpu_t8,normalized,,E_num,P_wram,,,,190,,
