schema_version,route_id,benchmark_role,backend_family,execution_model,contraction_execution_target,accelerator_kind,upmem_execution_mode,record_count,completed_count,unsupported_count,validation_passed_count,gpu_verified_count,cpu_fallback_count,hardware_speedup_applicable_count
research_benchmark_pack_v1,upmem_dense_l1_int8_hardware_mvp,hardware_functionality_mvp,upmem_sdk,binary_tensor_contraction,upmem,upmem,sdk_hardware_single_dpu,10,10,0,10,0,0,0
