case_id,route,n_qubits,depth,status,passed_count,failed_count,skipped_count,time_median_s,time_mean_s,time_min_s,time_max_s,time_stdev_s,energy_median_j,energy_source,skip_reason,error
bb84_6q,cpu_exact_tn,6,8,passed,3,0,0,0.0007767520000925288,0.000781153667048784,0.0007510340001317672,0.0008156750009220559,3.2544519504639596e-05,,unavailable,,
bb84_6q,quest_full_state,6,8,passed,3,0,0,0.004974481998942792,0.006664148332977978,0.004858404998230981,0.01015955800176016,0.003027669901423459,,unavailable,,
bv_5q,cpu_exact_tn,5,12,passed,3,0,0,0.001126396997278789,0.0011343246660544537,0.0011215769991395064,0.0011550000017450657,1.806682664319587e-05,,unavailable,,
bv_5q,quest_full_state,5,12,passed,3,0,0,0.00509022800179082,0.005147181668386717,0.005058049002400367,0.005293268000968965,0.00012753346394551125,,unavailable,,
qrng_4q,cpu_exact_tn,4,4,passed,3,0,0,0.0004214689979562536,0.00041850266522184637,0.0004118899996683467,0.00042214899804093875,5.736820488791978e-06,,unavailable,,
qrng_4q,quest_full_state,4,4,passed,3,0,0,0.004869125001278007,0.0066049309995529866,0.004748558996652719,0.010197109000728233,0.0031115014276813964,,unavailable,,
